pincode,post_office_count,district_candidate_count,state_candidate_count,district_candidates,state_candidates,preferred_district,preferred_state,resolution_status,is_safe_for_direct_join,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,likely_swapped_coordinate_count,mean_valid_latitude,mean_valid_longitude
535006,6,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,6,0,0,0,18.092452,83.459782
535101,14,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,2,12,0,12,18.286111,83.539167
535102,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,8,0,8,18.367611,83.460722
535124,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,8,0,8,18.458944,83.476944
535125,9,2,1,SRIKAKULAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,1,8,0,8,18.270389,83.634917
535126,7,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,6,0,6,18.481056,83.503
535128,14,2,1,SRIKAKULAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,2,12,0,12,18.327289,83.572556
535145,27,2,1,VISAKHAPATANAM|VIZIANAGARAM,ANDHRA PRADESH,VISAKHAPATANAM,ANDHRA PRADESH,district_mode_selected,False,27,0,0,0,18.284363,83.033668
535148,7,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,7,0,0,0,18.056115,82.074388
535160,8,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,7,1,0,0,18.106181,82.745063
535161,15,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,15,0,0,0,17.990952,82.95786
535183,20,3,1,ANAKAPALLI|VISAKHAPATANAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,19,1,0,0,17.978681,83.249142
535204,19,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,19,0,0,0,18.101387,83.566094
535213,6,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,6,0,0,0,18.092308,83.408314
535214,4,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,4,0,0,0,17.791131,82.91238
535215,14,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,14,0,0,0,17.650693,82.90143
535216,14,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,14,0,0,0,17.650463,83.079973
535217,17,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,17,0,0,0,18.191455,83.468125
535218,15,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,15,0,0,0,18.199539,83.529533
535220,10,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,10,0,0,0,18.287831,83.11137
535221,8,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,8,0,0,0,18.186695,83.328468
535240,10,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,10,0,0,0,17.937334,83.261513
535250,15,1,1,VISAKHAPATANAM,ANDHRA PRADESH,VISAKHAPATANAM,ANDHRA PRADESH,exact,True,15,0,0,0,18.065187,83.21678
535260,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,9,0,0,0,19.091023,82.122663
535270,20,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,20,0,0,0,17.451975,82.354738
535273,11,3,1,ALLURI SITHARAMA RAJU|PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,11,0,0,0,18.212379,83.004532
535280,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,9,0,0,0,18.11941,83.377605
535281,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,9,0,0,0,18.108385,83.209732
535463,14,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,13,0,13,18.323389,83.16075
535501,3,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,3,0,0,0,18.779231,83.427435
535502,10,2,1,PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,district_mode_selected,False,2,8,0,8,18.793242,83.435694
535521,25,2,1,PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,district_mode_selected,False,5,20,0,20,18.912136,83.411787
535522,6,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,5,0,5,18.745556,83.267278
535523,20,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,19,0,19,18.976028,83.661694
535524,10,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,9,0,9,18.866861,83.550972
535525,14,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,2,12,0,12,18.419083,83.422393
535526,8,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,7,0,7,18.761167,83.654611
535527,14,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,13,0,13,18.755417,83.376694
535534,15,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,14,0,14,18.921083,83.693778
535546,17,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,16,0,16,18.679472,83.389611
535547,15,2,1,PARVATHIPURAM MANYAM|VISAKHAPATANAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,district_mode_selected,False,3,12,0,12,18.679546,83.238302
535557,15,2,1,PARVATHIPURAM MANYAM|SRIKAKULAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,district_mode_selected,False,1,14,0,14,18.946333,83.529528
535558,1,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,0,0,0,18.574472,83.357028
535559,14,2,1,PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,1,13,0,13,18.576083,83.353722
535568,6,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,5,0,5,18.575,83.415639
535569,1,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,0,0,0,18.5979,83.4804
535573,12,2,1,PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,1,11,0,11,18.574889,83.359944
535578,12,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,11,0,11,18.483889,83.3295
535579,17,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,16,0,16,18.496861,83.278694
535580,11,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,11,0,0,0,18.263535,83.257184
535581,8,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,8,0,0,0,18.509993,83.444097
535582,9,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,9,0,0,0,18.396209,83.362102
535591,19,2,1,PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,district_mode_selected,False,2,17,0,17,18.446227,83.15096
535592,6,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,1,5,0,5,18.479306,83.112444
535593,16,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,4,12,0,12,18.64979,83.102788
535594,8,1,1,PARVATHIPURAM MANYAM,ANDHRA PRADESH,PARVATHIPURAM MANYAM,ANDHRA PRADESH,exact,True,2,6,0,6,18.7867,83.59475
560001,9,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,9,0,0,0,12.889887,77.63681
560002,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.90251,77.62529
560003,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,13.002211,77.574305
560004,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.948536,77.573275
560005,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.000722,77.616139
560006,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,1,0,13.019237,77.588015
560007,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.565222,77.367833
560008,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.567036,77.374676
560009,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.973203,77.581812
560010,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.984638,77.554976
560011,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.933604,77.584564
560012,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.01383,77.56654
560013,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.05766,77.549692
560015,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.046435,77.522697
560016,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,13.001315,77.681065
560017,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.555681,77.343986
560018,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.960488,77.56056
560020,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.988456,77.574647
560021,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.00079,77.559356
560022,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.024012,77.548635
560023,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.975571,77.560338
560024,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,13.037586,77.593961
560025,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.69763,77.742019
560026,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.951908,77.540307
560027,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.95935,77.595903
560029,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.929844,77.604702
560030,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.948528,77.601722
560032,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.022113,77.592952
560033,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.007944,77.109833
560034,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.9261,77.626637
560035,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.907512,77.695678
560036,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.007958,77.690986
560037,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.972782,77.695259
560038,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.944722,77.574028
560040,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.967453,77.537058
560041,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.923,77.590016
560042,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.982047,77.61238
560043,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.993509,77.620417
560045,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.032583,77.620806
560047,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.950069,77.594861
560048,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.993829,77.707492
560049,4,2,1,BENGALURU RURAL|BENGALURU URBAN,KARNATAKA,,KARNATAKA,ambiguous_district,False,4,0,0,0,13.045289,77.720668
560050,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.940557,77.557388
560051,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.155389,78.011806
560053,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.968891,77.57309
560054,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,13.031144,77.558367
560055,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.009049,77.562867
560056,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.954821,77.500674
560057,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.046494,77.512775
560058,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,13.020583,77.51902
560059,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.924909,77.49921
560060,3,2,1,BENGALURU RURAL|BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,district_mode_selected,False,3,0,0,0,12.91834,77.472345
560061,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.903995,77.546664
560062,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.907031,77.574824
560063,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.173389,77.808361
560064,6,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,6,0,0,0,13.112856,77.574155
560065,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.068556,77.568806
560066,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.977478,77.740802
560067,2,2,1,BENGALURU RURAL|BENGALURU URBAN,KARNATAKA,,KARNATAKA,ambiguous_district,False,2,0,0,0,12.565617,77.462472
560068,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.899011,77.638314
560070,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.92672,77.565254
560071,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.166917,77.109972
560072,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,1,0,12.955172,77.515643
560073,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,13.151036,77.53298
560074,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.876161,77.438817
560075,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.563569,77.385264
560076,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.891455,77.597829
560077,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,13.071377,77.646754
560078,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.90871,77.585131
560079,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.987737,77.533499
560080,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.009323,77.576741
560081,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.801736,77.70425
560082,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.833533,77.511651
560083,5,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,5,0,0,0,12.811847,77.588256
560084,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.011931,77.627222
560085,3,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,3,0,0,0,12.934523,77.54512
560086,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.006757,77.546433
560087,4,2,1,BENGALURU RURAL|BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,district_mode_selected,False,2,0,2,0,12.959167,77.657278
560088,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.133999,77.478801
560089,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,13.133524,77.491132
560090,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,13.086295,77.497311
560091,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.988209,77.483487
560092,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,13.008474,77.551529
560093,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.986139,77.652167
560094,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.536824,77.572908
560095,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.938454,77.619149
560096,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.011426,77.535877
560097,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.079368,77.559539
560098,4,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,4,0,0,0,12.913238,77.516548
560099,2,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,2,0,0,0,12.84014,77.69755
560100,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.84007,77.663545
560102,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.91411,77.637152
560103,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.9356,77.7057
560104,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.964979,77.538072
560105,5,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,5,0,0,0,12.785555,77.645505
560107,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.08936,77.485858
560108,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.862436,77.564426
560109,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.868412,77.538119
560110,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.958211,77.47564
560111,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.896311,77.559239
560112,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.267672,77.55238
560113,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.025073,77.659665
560114,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.870465,77.626906
560115,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.046926,77.545426
560116,5,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,5,0,0,0,12.777672,77.509215
560117,5,1,1,BENGALURU RURAL,KARNATAKA,BENGALURU RURAL,KARNATAKA,exact,True,1,0,4,0,12.96957,77.822433
560119,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.148345,77.567498
560300,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,13.198944,77.704
560500,1,1,1,BENGALURU URBAN,KARNATAKA,BENGALURU URBAN,KARNATAKA,exact,True,1,0,0,0,12.86332,77.658309
561101,7,1,1,RAMANAGARA,KARNATAKA,RAMANAGARA,KARNATAKA,exact,True,7,0,0,0,13.136726,77.159615
561201,7,1,1,RAMANAGARA,KARNATAKA,RAMANAGARA,KARNATAKA,exact,True,7,0,0,0,12.798571,77.241429
561202,24,1,1,TUMAKURU,KARNATAKA,TUMAKURU,KARNATAKA,exact,True,24,0,0,0,13.994825,77.100363
561203,14,1,1,BENGALURU RURAL,KARNATAKA,BENGALURU RURAL,KARNATAKA,exact,True,14,0,0,0,13.32456,77.499216
561204,13,1,1,BENGALURU RURAL,KARNATAKA,BENGALURU RURAL,KARNATAKA,exact,True,13,0,0,0,13.306923,77.392308
561205,5,1,1,BENGALURU RURAL,KARNATAKA,BENGALURU RURAL,KARNATAKA,exact,True,5,0,0,0,13.365044,77.601194
561206,4,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,4,0,0,0,13.612068,77.589148
561207,17,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,17,0,0,0,13.815489,77.848147
561208,14,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,14,0,0,0,13.650983,77.507368
561209,8,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,8,0,0,0,13.621161,77.768829
561210,8,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,8,0,0,0,13.600116,77.437503
561211,9,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,9,0,0,0,13.51052,77.594688
561212,5,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,5,0,0,0,13.767366,77.986265
561213,11,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,11,0,0,0,13.511914,77.493932
561228,6,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,6,0,0,0,13.622612,77.708723
562101,18,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,18,0,0,0,13.445902,77.745071
562102,10,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,10,0,0,0,13.295414,77.880609
562103,9,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,9,0,0,0,13.367066,77.775679
562104,12,1,1,CHIKKABALLAPURA,KARNATAKA,CHIKKABALLAPURA,KARNATAKA,exact,True,12,0,0,0,13.620642,77.785663
